adjclose,close,date,formatted_date,high,low,open,volume
3297.590087890625,3297.590087890625,1580826600,2020-02-04,3306.919921875,3280.610107421875,3280.610107421875,3995320000
3334.68994140625,3334.68994140625,1580913000,2020-02-05,3337.580078125,3313.75,3324.909912109375,4117730000
3345.780029296875,3345.780029296875,1580999400,2020-02-06,3347.9599609375,3334.389892578125,3344.919921875,3868370000
3327.7099609375,3327.7099609375,1581085800,2020-02-07,3341.419921875,3322.1201171875,3335.5400390625,3730650000
3352.090087890625,3352.090087890625,1581345000,2020-02-10,3352.260009765625,3317.77001953125,3318.280029296875,3450350000
3357.75,3357.75,1581431400,2020-02-11,3375.6298828125,3352.719970703125,3365.8701171875,3760550000
3379.449951171875,3379.449951171875,1581517800,2020-02-12,3381.469970703125,3369.719970703125,3370.5,3926380000
3373.93994140625,3373.93994140625,1581604200,2020-02-13,3385.090087890625,3360.52001953125,3365.89990234375,3498240000
3380.159912109375,3380.159912109375,1581690600,2020-02-14,3380.68994140625,3366.14990234375,3378.080078125,3398040000
3370.2900390625,3370.2900390625,1582036200,2020-02-18,3375.010009765625,3355.610107421875,3369.0400390625,3746720000
3386.14990234375,3386.14990234375,1582122600,2020-02-19,3393.52001953125,3378.830078125,3380.389892578125,3600150000
3373.22998046875,3373.22998046875,1582209000,2020-02-20,3389.14990234375,3341.02001953125,3380.449951171875,4007320000
3337.75,3337.75,1582295400,2020-02-21,3360.760009765625,3328.449951171875,3360.5,3899270000
3225.889892578125,3225.889892578125,1582554600,2020-02-24,3259.81005859375,3214.64990234375,3257.610107421875,4842960000
3128.2099609375,3128.2099609375,1582641000,2020-02-25,3246.989990234375,3118.77001953125,3238.93994140625,5591510000
3116.389892578125,3116.389892578125,1582727400,2020-02-26,3182.510009765625,3108.989990234375,3139.89990234375,5478110000
2978.760009765625,2978.760009765625,1582813800,2020-02-27,3097.070068359375,2977.389892578125,3062.5400390625,7058840000
2954.219970703125,2954.219970703125,1582900200,2020-02-28,2959.719970703125,2855.840087890625,2916.89990234375,8563850000
3090.22998046875,3090.22998046875,1583159400,2020-03-02,3090.9599609375,2945.18994140625,2974.280029296875,6376400000
3003.3701171875,3003.3701171875,1583245800,2020-03-03,3136.719970703125,2976.6298828125,3096.4599609375,6355940000
3130.1201171875,3130.1201171875,1583332200,2020-03-04,3130.969970703125,3034.3798828125,3045.75,5035480000
3023.93994140625,3023.93994140625,1583418600,2020-03-05,3083.0400390625,2999.830078125,3075.699951171875,5575550000
2972.3701171875,2972.3701171875,1583505000,2020-03-06,2985.929931640625,2901.5400390625,2954.199951171875,6552140000
2746.56005859375,2746.56005859375,1583760600,2020-03-09,2863.889892578125,2734.429931640625,2863.889892578125,8423050000
2882.22998046875,2882.22998046875,1583847000,2020-03-10,2882.590087890625,2734.0,2813.47998046875,7635960000
2741.3798828125,2741.3798828125,1583933400,2020-03-11,2825.60009765625,2707.219970703125,2825.60009765625,7374110000
2480.639892578125,2480.639892578125,1584019800,2020-03-12,2660.949951171875,2478.860107421875,2630.860107421875,8829380000
2711.02001953125,2711.02001953125,1584106200,2020-03-13,2711.330078125,2492.3701171875,2569.989990234375,8258670000
2386.1298828125,2386.1298828125,1584365400,2020-03-16,2562.97998046875,2380.93994140625,2508.590087890625,7781540000
2529.18994140625,2529.18994140625,1584451800,2020-03-17,2553.929931640625,2367.0400390625,2425.659912109375,8358500000
2398.10009765625,2398.10009765625,1584538200,2020-03-18,2453.570068359375,2280.52001953125,2436.5,8755780000
2409.389892578125,2409.389892578125,1584624600,2020-03-19,2466.969970703125,2319.780029296875,2393.47998046875,7946710000
2304.919921875,2304.919921875,1584711000,2020-03-20,2453.010009765625,2295.56005859375,2431.93994140625,9044690000
2237.39990234375,2237.39990234375,1584970200,2020-03-23,2300.72998046875,2191.860107421875,2290.7099609375,7402180000
2447.330078125,2447.330078125,1585056600,2020-03-24,2449.7099609375,2344.43994140625,2344.43994140625,7547350000
2475.56005859375,2475.56005859375,1585143000,2020-03-25,2571.419921875,2407.530029296875,2457.77001953125,8285670000
2630.070068359375,2630.070068359375,1585229400,2020-03-26,2637.010009765625,2500.719970703125,2501.2900390625,7753160000
2541.469970703125,2541.469970703125,1585315800,2020-03-27,2615.909912109375,2520.02001953125,2555.8701171875,6194330000
2626.64990234375,2626.64990234375,1585575000,2020-03-30,2631.800048828125,2545.280029296875,2558.97998046875,5746220000
2584.590087890625,2584.590087890625,1585661400,2020-03-31,2641.389892578125,2571.14990234375,2614.68994140625,6568290000
2470.5,2470.5,1585747800,2020-04-01,2522.75,2447.489990234375,2498.080078125,5947900000
2526.89990234375,2526.89990234375,1585834200,2020-04-02,2533.219970703125,2455.7900390625,2458.5400390625,6454990000
2488.64990234375,2488.64990234375,1585920600,2020-04-03,2538.179931640625,2459.9599609375,2514.919921875,6087190000
2663.679931640625,2663.679931640625,1586179800,2020-04-06,2676.85009765625,2574.570068359375,2578.280029296875,6391860000
2659.409912109375,2659.409912109375,1586266200,2020-04-07,2756.889892578125,2657.669921875,2738.64990234375,7040720000
2749.97998046875,2749.97998046875,1586352600,2020-04-08,2760.75,2663.300048828125,2685.0,5856370000
2789.820068359375,2789.820068359375,1586439000,2020-04-09,2818.570068359375,2762.360107421875,2776.989990234375,7880140000
2761.6298828125,2761.6298828125,1586784600,2020-04-13,2782.4599609375,2721.169921875,2782.4599609375,5274310000
2846.06005859375,2846.06005859375,1586871000,2020-04-14,2851.85009765625,2805.10009765625,2805.10009765625,5567400000
2783.360107421875,2783.360107421875,1586957400,2020-04-15,2801.8798828125,2761.5400390625,2795.639892578125,5203390000
2799.550048828125,2799.550048828125,1587043800,2020-04-16,2806.510009765625,2764.320068359375,2799.340087890625,5179990000
2874.56005859375,2874.56005859375,1587130200,2020-04-17,2879.219970703125,2830.8798828125,2842.429931640625,5792140000
